Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
2025-08-22,Men's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1500,30
2025-08-23,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,40,2000,50
2025-08-24,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,40,2080,52
2025-08-25,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,2750,50
2025-08-26,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,2998,55
2025-08-27,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,3438,63
2025-08-28,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,3438,63
2025-08-29,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,3575,65
2025-08-30,Men's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,60,2700,45
2025-08-31,Men's Street Footwear,Northeast,Sports Direct,In-store,Maryland,50,2125,43
2025-09-01,Men's Street Footwear,Northeast,Sports Direct,In-store,Maryland,50,2500,50
2025-09-02,Men's Street Footwear,Northeast,Sports Direct,In-store,Maryland,55,2063,38
2025-09-03,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,40,1800,45
2025-09-04,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,40,1880,47
2025-09-05,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,2475,45
2025-09-06,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,2723,50
2025-09-07,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,3163,58
2025-09-08,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,3163,58
2025-09-09,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,3300,60
2025-09-10,Men's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,60,2400,40
2025-09-11,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,60,2400,40
2025-09-12,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,60,3300,55
2025-09-13,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,40,2000,50
2025-09-14,Men's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,40,2200,55
2025-09-15,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,40,1800,45
2025-09-16,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,40,2000,50
2025-09-17,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,60,2100,35
2025-09-18,Men's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,60,3000,50
2025-09-19,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,40,1000,25
2025-09-20,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,40,1100,28
2025-09-21,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,40,1200,30
2025-09-22,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,1650,28
2025-09-23,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2250,38
2025-09-24,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2250,38
2025-09-25,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2550,43
2025-09-26,Women's Apparel,Northeast,Sports Direct,In-store,Connecticut,60,2850,48
2025-09-27,Women's Apparel,Northeast,Sports Direct,In-store,Maryland,55,1100,20
2025-09-28,Women's Apparel,Northeast,Sports Direct,In-store,Maryland,55,1650,30
2025-09-29,Women's Apparel,Northeast,Sports Direct,In-store,Maryland,55,1925,35
2025-09-30,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,40,800,20
2025-10-01,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,40,1000,25
2025-10-02,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,40,1100,28
2025-10-03,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,1350,23
2025-10-04,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,1950,33
2025-10-05,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,1950,33
2025-10-06,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,2250,38
2025-10-07,Women's Apparel,Northeast,Sports Direct,In-store,Massachusetts,60,2550,43
2025-10-08,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,40,1200,30
2025-10-09,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,65,1625,25
2025-10-10,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,65,2113,33
2025-10-11,Women's Apparel,Northeast,Sports Direct,In-store,New Jersey,65,2438,38
2025-10-12,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,40,1000,25
2025-10-13,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,65,1300,20
2025-10-14,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,65,1788,28
2025-10-15,Women's Apparel,Northeast,Sports Direct,In-store,Rhode Island,65,2113,33
2025-10-16,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,35,350,10
2025-10-17,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,35,438,13
2025-10-18,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,35,438,13
2025-10-19,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,788,18
2025-10-20,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1013,23
2025-10-21,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1013,23
2025-10-22,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1238,28
2025-10-23,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1238,28
2025-10-24,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Connecticut,55,825,15
2025-10-25,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,40,400,10
2025-10-26,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,40,600,15
2025-10-27,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Maryland,40,600,15
2025-10-28,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,35,438,13
2025-10-29,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,35,875,25
2025-10-30,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,35,1050,30
2025-10-31,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,563,13
2025-11-01,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,788,18
2025-11-02,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,788,18
2025-11-03,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013,23
2025-11-04,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013,23
2025-11-05,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,550,10
2025-11-06,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,35,525,15
2025-11-07,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1250,25
2025-11-08,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1375,28
2025-11-09,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,35,350,10
2025-11-10,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1000,20
2025-11-11,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1125,23
2025-11-12,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,30,600,20
2025-11-13,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,30,750,25
2025-11-14,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,900,20
2025-11-15,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1238,28
2025-11-16,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1350,30
2025-11-17,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1463,33
2025-11-18,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1463,33
2025-11-19,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,963,18
2025-11-20,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,500,13
2025-11-21,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,800,20
2025-11-22,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,800,20
2025-11-23,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,50,500,10
2025-11-24,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,30,450,15
2025-11-25,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,30,600,20
2025-11-26,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,675,15
2025-11-27,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013,23
2025-11-28,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1125,25
2025-11-29,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1238,28
2025-11-30,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1238,28
2025-12-01,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,688,13
2025-12-02,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,30,750,25
2025-12-03,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,30,900,30
2025-12-04,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1350,27
2025-12-05,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1625,33
2025-12-06,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,30,600,20
2025-12-07,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,30,750,25
2025-12-08,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1100,22
2025-12-09,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1375,28
2025-12-10,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,225,5
2025-12-11,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,338,8
2025-12-12,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,563,13
2025-12-13,Men's Apparel,Northeast,West Gear,In-store,Maryland,50,625,13
2025-12-14,Men's Apparel,Northeast,West Gear,In-store,New York,55,2613,48
2025-12-15,Men's Apparel,Northeast,West Gear,In-store,New York,55,2613,48
2025-12-16,Men's Apparel,Northeast,West Gear,In-store,New York,55,2888,53
2025-12-17,Men's Apparel,Northeast,West Gear,In-store,New York,55,3025,55
2025-12-18,Men's Apparel,Northeast,West Gear,In-store,New York,55,3025,55
2025-12-19,Men's Apparel,Northeast,West Gear,In-store,New York,60,3150,53
2025-12-20,Men's Apparel,Northeast,West Gear,In-store,New York,60,3000,50
2025-12-21,Men's Apparel,Northeast,West Gear,In-store,New York,65,3575,55
2025-12-22,Men's Apparel,Northeast,West Gear,In-store,New York,65,3738,58
2025-12-23,Men's Apparel,Northeast,West Gear,In-store,New York,65,3900,60
2025-12-24,Men's Apparel,Northeast,West Gear,In-store,West Virginia,35,788,23
2025-12-25,Men's Apparel,Northeast,West Gear,In-store,West Virginia,40,900,23
2025-12-26,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,788,18
2025-12-27,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,1013,23
2025-12-28,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,1238,28
2025-12-29,Men's Apparel,Northeast,West Gear,In-store,West Virginia,50,1250,25
2025-12-30,Men's Apparel,Northeast,West Gear,In-store,West Virginia,50,1250,25
2025-12-31,Men's Apparel,Northeast,West Gear,In-store,West Virginia,60,1800,30
2026-01-01,Men's Apparel,Northeast,West Gear,In-store,West Virginia,65,1300,20
2026-01-02,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,35,438,13
2026-01-03,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,35,525,15
2026-01-04,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,45,788,18
2026-01-05,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,45,1125,25
2026-01-06,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2363,53
2026-01-07,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2475,55
2026-01-08,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3000,60
2026-01-09,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3125,63
2026-01-10,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3250,65
2026-01-11,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3163,58
2026-01-12,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3438,63
2026-01-13,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3713,68
2026-01-14,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,60,4200,70
2026-01-15,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,60,4200,70
2026-01-16,Men's Athletic Footwear,Northeast,West Gear,In-store,Vermont,60,1950,33
2026-01-17,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,438,13
2026-01-18,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,750,25
2026-01-19,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,825,28
2026-01-20,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,1050,35
2026-01-21,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,963,28
2026-01-22,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1200,30
2026-01-23,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1700,43
2026-01-24,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,45,1350,30
2026-01-25,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,55,2200,40
2026-01-26,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,35,1488,43
2026-01-27,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,35,1558,45
2026-01-28,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,50,2350,47
2026-01-29,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,50,2500,50
2026-01-30,Men's Street Footwear,Northeast,West Gear,In-store,New York,45,3713,83
2026-01-31,Men's Street Footwear,Northeast,West Gear,In-store,New York,45,3915,87
2026-02-01,Men's Street Footwear,Northeast,West Gear,In-store,New York,55,4675,85
2026-02-02,Men's Street Footwear,Northeast,West Gear,In-store,New York,55,4785,87
2026-02-03,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,5250,88
2026-02-04,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,4650,78
2026-02-05,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,4800,80
2026-02-06,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,5688,88
2026-02-07,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,6013,93
2026-02-08,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,6175,95
2026-02-09,Men's Street Footwear,Northeast,West Gear,In-store,Vermont,70,3150,45
2026-02-10,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,30,1650,55
2026-02-11,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,30,1710,57
2026-02-12,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,1925,55
2026-02-13,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,45,1913,43
2026-02-14,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,45,2700,60
2026-02-15,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,50,2625,53
2026-02-16,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,60,3570,60
2026-02-17,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,60,3900,65
2026-02-18,Women's Apparel,Northeast,West Gear,In-store,Maryland,35,613,18
2026-02-19,Women's Apparel,Northeast,West Gear,In-store,Maryland,35,700,20
2026-02-20,Women's Apparel,Northeast,West Gear,In-store,Maryland,35,788,23
2026-02-21,Women's Apparel,Northeast,West Gear,In-store,Maryland,55,1375,25
2026-02-22,Women's Apparel,Northeast,West Gear,In-store,New York,45,2588,58
2026-02-23,Women's Apparel,Northeast,West Gear,In-store,New York,45,2700,60
2026-02-24,Women's Apparel,Northeast,West Gear,In-store,New York,45,2925,65
2026-02-25,Women's Apparel,Northeast,West Gear,In-store,New York,60,3750,63
2026-02-26,Women's Apparel,Northeast,West Gear,In-store,New York,60,4350,73
2026-02-27,Women's Apparel,Northeast,West Gear,In-store,New York,65,4063,63
2026-02-28,Women's Apparel,Northeast,West Gear,In-store,New York,65,4063,63
2026-03-01,Women's Apparel,Northeast,West Gear,In-store,New York,70,4550,65
2026-03-02,Women's Apparel,Northeast,West Gear,In-store,New York,70,5075,73
2026-03-03,Women's Apparel,Northeast,West Gear,In-store,New York,70,5425,78
2026-03-04,Women's Apparel,Northeast,West Gear,In-store,Vermont,75,2250,30
2026-03-05,Women's Apparel,Northeast,West Gear,In-store,West Virginia,25,875,35
2026-03-06,Women's Apparel,Northeast,West Gear,In-store,West Virginia,30,975,33
2026-03-07,Women's Apparel,Northeast,West Gear,In-store,West Virginia,40,1200,30
2026-03-08,Women's Apparel,Northeast,West Gear,In-store,West Virginia,50,1625,33
2026-03-09,Women's Apparel,Northeast,West Gear,In-store,West Virginia,55,1925,35
2026-03-10,Women's Apparel,Northeast,West Gear,In-store,West Virginia,55,2338,43
2026-03-11,Women's Apparel,Northeast,West Gear,In-store,West Virginia,65,2763,43
2026-03-12,Women's Apparel,Northeast,West Gear,In-store,West Virginia,65,3088,48
2026-03-13,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,30,75,3
2026-03-14,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,30,150,5
2026-03-15,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,30,150,5
2026-03-16,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,40,400,10
2026-03-17,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,40,1700,43
2026-03-18,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,40,1800,45
2026-03-19,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,40,1900,48
2026-03-20,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2363,53
2026-03-21,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2588,58
2026-03-22,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2500,50
2026-03-23,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2875,58
2026-03-24,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2500,50
2026-03-25,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2875,58
2026-03-26,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3163,58
2026-03-27,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,25,438,18
2026-03-28,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,25,438,18
2026-03-29,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,25,563,23
2026-03-30,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,613,18
2026-03-31,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,613,18
2026-04-01,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,700,20
2026-04-02,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,963,28
2026-04-03,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1100,28
2026-04-04,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,50,1375,28
2026-04-05,Women's Street Footwear,Northeast,West Gear,In-store,Maryland,25,313,13
2026-04-06,Women's Street Footwear,Northeast,West Gear,In-store,Maryland,25,438,18
2026-04-07,Women's Street Footwear,Northeast,West Gear,In-store,Maryland,40,600,15
2026-04-08,Women's Street Footwear,Northeast,West Gear,In-store,New York,35,1838,53
2026-04-09,Women's Street Footwear,Northeast,West Gear,In-store,New York,35,2013,58
2026-04-10,Women's Street Footwear,Northeast,West Gear,In-store,New York,45,2475,55
2026-04-11,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,2750,55
2026-04-12,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,3000,60
2026-04-13,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,2625,53
2026-04-14,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,2725,55
2026-04-15,Women's Street Footwear,Northeast,West Gear,In-store,New York,55,3438,63
2026-04-16,Women's Street Footwear,Northeast,West Gear,In-store,New York,55,3438,63
2026-04-17,Women's Street Footwear,Northeast,West Gear,In-store,Vermont,60,1920,32
2026-04-18,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,25,438,18
2026-04-19,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,20,500,25
2026-04-20,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,20,650,33
2026-04-21,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,25,625,25
2026-04-22,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,613,18
2026-04-23,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,963,28
2026-04-24,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,1050,30
2026-04-25,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,40,1200,30
2026-04-26,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,50,1625,33
2026-04-27,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,55,2200,40
2026-04-28,Men's Apparel,Southeast,Sports Direct,In-store,Virginia,45,2025,45
2026-04-29,Men's Athletic Footwear,Southeast,Sports Direct,In-store,Virginia,35,1575,45
2026-04-30,Men's Athletic Footwear,Southeast,Sports Direct,In-store,Virginia,35,1925,55
2026-05-01,Men's Street Footwear,Southeast,Sports Direct,In-store,Virginia,35,2625,75
2026-05-02,Men's Street Footwear,Southeast,Sports Direct,In-store,Virginia,35,2800,80
2026-05-03,Women's Apparel,Southeast,Sports Direct,In-store,Virginia,35,1925,55
2026-05-04,Women's Athletic Footwear,Southeast,Sports Direct,In-store,Virginia,30,1200,40
2026-05-05,Women's Street Footwear,Southeast,Sports Direct,In-store,Virginia,25,1250,50
2026-05-06,Women's Street Footwear,Southeast,Sports Direct,In-store,Virginia,25,1375,55
2026-05-07,Men's Apparel,Southeast,West Gear,In-store,Florida,55,3025,55
2026-05-08,Men's Athletic Footwear,Southeast,West Gear,In-store,Florida,45,2475,55
2026-05-09,Men's Athletic Footwear,Southeast,West Gear,In-store,Florida,45,2925,65
2026-05-10,Men's Street Footwear,Southeast,West Gear,In-store,Florida,45,3825,85
2026-05-11,Men's Street Footwear,Southeast,West Gear,In-store,Florida,45,4050,90
2026-05-12,Women's Apparel,Southeast,West Gear,In-store,Florida,45,2925,65
2026-05-13,Women's Athletic Footwear,Southeast,West Gear,In-store,Florida,40,2000,50
2026-05-14,Women's Street Footwear,Southeast,West Gear,In-store,Florida,35,2100,60
2026-05-15,Women's Street Footwear,Southeast,West Gear,In-store,Florida,35,2275,65
2026-05-16,Men's Apparel,West,Foot Locker,In-store,Wyoming,55,2750,50
2026-05-17,Women's Apparel,West,Foot Locker,In-store,Wyoming,60,3600,60
2026-05-18,Women's Athletic Footwear,West,Foot Locker,In-store,Wyoming,45,2250,50
2026-05-19,Women's Street Footwear,West,Foot Locker,In-store,Wyoming,45,2475,55
2026-05-20,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2125,43
2026-05-21,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2250,45
2026-05-22,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2375,48
2026-05-23,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500,50
2026-05-24,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500,50
2026-05-25,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500,50
2026-05-26,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500,50
2026-05-27,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2625,53
2026-05-28,Men's Apparel,West,Kohl's,In-store,Wyoming,55,2613,48
2026-05-29,Men's Apparel,West,Kohl's,In-store,Wyoming,55,2613,48
2026-05-30,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000,50
2026-05-31,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2100,53
2026-06-01,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2363,53
2026-06-02,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2588,58
2026-06-03,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700,60
2026-06-04,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700,60
2026-06-05,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700,60
2026-06-06,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700,60
2026-06-07,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2813,63
2026-06-08,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2813,63
2026-06-09,Men's Street Footwear,West,Kohl's,In-store,Wyoming,40,3200,80
2026-06-10,Men's Street Footwear,West,Kohl's,In-store,Wyoming,40,3280,82
2026-06-11,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,4000,80
2026-06-12,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,4100,82
2026-06-13,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,4250,85
2026-06-14,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,4250,85
2026-06-15,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,4375,88
2026-06-16,Men's Street Footwear,West,Kohl's,In-store,Wyoming,55,4125,75
2026-06-17,Men's Street Footwear,West,Kohl's,In-store,Wyoming,55,4263,78
2026-06-18,Men's Street Footwear,West,Kohl's,In-store,Wyoming,55,4400,80
2026-06-19,Women's Apparel,West,Kohl's,In-store,Wyoming,40,2200,55
2026-06-20,Women's Apparel,West,Kohl's,In-store,Wyoming,40,2200,55
2026-06-21,Women's Apparel,West,Kohl's,In-store,Wyoming,40,2400,60
2026-06-22,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3300,60
2026-06-23,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3300,60
2026-06-24,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3575,65
2026-06-25,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3713,68
2026-06-26,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3850,70
2026-06-27,Women's Apparel,West,Kohl's,In-store,Wyoming,60,3450,58
2026-06-28,Women's Apparel,West,Kohl's,In-store,Wyoming,60,3600,60
2026-06-29,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,35,1400,40
2026-06-30,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,35,1488,43
2026-07-01,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,35,1488,43
2026-07-02,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,1800,45
2026-07-03,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000,50
2026-07-04,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000,50
2026-07-05,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000,50
2026-07-06,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2100,53
2026-07-07,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2138,48
